,p1,p2,p3,p4,p5,p6,p7,best_model
0,0.5263201831938529,0.030330275670672462,0.9997004909217313,1.0,0.783077424203417,0.431015194691379,2.302424265832476,lr_series
1,0.5260165297181272,0.05393816767501132,0.9996991377631204,1.0,0.7832734219473708,0.43010678561938037,2.3015508618265015,lr_series
2,0.5255603103741315,0.12692605507902424,0.9997260815582407,1.0,0.7835678673085935,0.431542455613733,2.3016676960816023,lr_series
3,0.5257647392389998,0.030535137682106944,0.9997187475487934,1.0,0.7834359325173431,0.42891034487637203,2.301747103851234,lr_series
4,0.5262344184536922,0.019588251380056647,0.9997059547698406,1.0,0.7831327838767881,0.4299467838127628,2.3018294057897775,lr_series
5,0.5259559827810163,0.06600510882701714,0.9997216012535838,1.0,0.7833125010892218,0.4305059693837632,2.3017861351477364,lr_series
6,0.526020828561358,0.06123532008305585,0.9996935272099828,1.0,0.7832706472986245,0.4302271481073991,2.302018287346369,lr_series
7,0.5252668342696543,0.09555748802828684,0.9996976570055849,1.0,0.7837572595671374,0.42935403506059333,2.3015884130118436,lr_series
8,0.5256562490600968,0.08688461140236962,0.9997234606052658,1.0,0.7835059510255544,0.43032763804560736,2.302345861459058,lr_series
9,0.5262784248221595,0.06787507280817763,0.9997120930237015,1.0,0.7831043786675898,0.4304177361467976,2.301951897298432,lr_series
10,0.5262567961538611,0.033789959222978554,0.9997123704449604,1.0,0.7831183395691478,0.4292160651134014,2.3022258214321547,lr_series
11,0.526766129312542,0.0026824950895238454,0.9997125259686686,1.0,0.7827895544194803,0.43048173567742254,2.3019040068268377,lr_series
12,0.5262940510921386,0.09447344334040093,0.9996862832421174,1.0,0.7830942921548001,0.428986099470348,2.3014603488988343,lr_series
13,0.5263965956779703,0.08182432034908178,0.9997132387910506,1.0,0.7830281002459131,0.4297986138934292,2.3023442604982893,lr_series
14,0.526394146244809,0.09985546068280053,0.9996956787517584,1.0,0.7830296813600532,0.4291776730353753,2.302305042298769,lr_series
15,0.5274927159520433,0.11678220963876847,0.9996938223946755,1.0,0.7823204555686644,0.42921887805487663,2.3023442604982893,lr_series
16,0.5265725344022929,0.160490286434417,0.9997252932286815,1.0,0.7829145288985492,0.43159919782647144,2.3019406052373794,lr_series
17,0.5248383576034172,0.05122424012762794,0.9996943210992196,1.0,0.7840337475850805,0.4300139805273539,2.3020264983354926,lr_series
18,0.5262951452714381,0.18346384262079043,0.9997102341600372,1.0,0.7830935858776962,0.42981009257640423,2.3020264983354926,lr_series
19,0.5264474937301722,0.1363282493772207,0.9997155808649302,1.0,0.7829952452287282,0.4299888381129479,2.302384263165383,lr_series
20,0.5263188282340994,0.06571677597882793,0.999724128529405,1.0,0.783078298816056,0.4291548232625743,2.302067317495782,lr_series
21,0.5258448587671124,0.021494962245435578,0.999713147542607,1.0,0.7833842229110157,0.42946498851961784,2.3024258667932447,lr_series
22,0.5264301572378703,0.11045216321289758,0.9997183710423418,1.0,0.7830064360921359,0.4311959516264132,2.3024258667932442,lr_series
23,0.5265352591676797,0.055366790924309885,0.9996930482736892,1.0,0.7829385910948206,0.42882142803817247,2.301822920461296,lr_series
24,0.526044439761035,0.05939583938483061,0.9997443375141893,1.0,0.78325540761359,0.4296971823764275,2.3022289611505475,lr_series
25,0.5259867869365473,0.11662609513142543,0.9997074806197667,1.0,0.7832926190689501,0.4302052263779415,2.302345044965862,lr_series
26,0.5253239653329081,0.008272662393008345,0.9997259462539017,1.0,0.783720391648256,0.43062164177677287,2.30131103667261,lr_series
27,0.5265398221642048,0.15183176389859626,0.9997221796319982,1.0,0.7829356455662445,0.4267143576705738,2.3014519929190804,lr_series
28,0.5256434724561109,0.12158528728503241,0.9997292555595072,1.0,0.7835141967943385,0.4291009133818949,2.3016666811036566,lr_series
29,0.5259669803220897,0.0854221407406255,0.9997248960601368,1.0,0.7833054029304716,0.42858602049011696,2.3025050876598585,lr_series
30,0.5255717984201222,0.08078876933918588,0.999673020502496,1.0,0.7835604533083658,0.43189137537246536,2.3020280992962614,lr_series
31,0.5257383110785864,0.12469521472194593,0.9997397930515455,1.0,0.7834529891736985,0.42858180918513267,2.302144999604772,lr_series
32,0.5262802714087257,0.017762209446432392,0.9997282693891942,1.0,0.7831031867269185,0.42852865880143615,2.3017471038512345,lr_series
33,0.5269700872567983,0.053422425678112874,0.9997223350754911,1.0,0.7826578836059745,0.42869656024666347,2.3006474712265055,lr_series
34,0.5252693276451671,0.02321597687742039,0.9996809598132336,1.0,0.7837556505489326,0.4302029780882503,2.302265824099248,lr_series
35,0.5260058637721051,0.09692252819538298,0.9996847503615133,1.0,0.7832803061709023,0.4311721986713736,2.3019472774688787,lr_series
36,0.5258455840305098,0.07119113155876464,0.9997236621373136,1.0,0.7833837548170212,0.4296658946109702,2.3021865410294895,lr_series
37,0.526121274133868,0.08821291080743367,0.9997145500768876,1.0,0.7832058147710812,0.4313908121792793,2.302146538362396,lr_series
38,0.525499208001109,0.08730494806826716,0.9997118653039885,1.0,0.783607300368466,0.4276001073469099,2.3017757558108114,lr_series
39,0.5262367600319958,0.0627954172227232,0.9997195055593404,1.0,0.7831312724438969,0.4285914368666908,2.301827925678617,lr_series
40,0.5257706371074768,0.17897499936281125,0.9997078827816831,1.0,0.7834321260348662,0.42797309216162943,2.3018597834099963,lr_series
41,0.5261395058776764,0.10234559381556106,0.9997179562175614,1.0,0.7831940469278539,0.4314825977217568,2.30190233981266,lr_series
42,0.5262045918764999,0.07607035531988811,0.9996993909536824,1.0,0.7831520361422702,0.43071261698735575,2.301946426947896,lr_series
43,0.5260438561676388,0.04774688082015496,0.9996950262567414,1.0,0.7832557842909961,0.4299386572446276,2.301987280135972,lr_series
44,0.5259066870466148,0.11629138814013266,0.9997364241012555,1.0,0.7833443178628973,0.42817980422539076,2.3024650849927655,lr_series
45,0.526486021716291,0.10687330830398918,0.9997554087032468,1.0,0.7829703748892531,0.4295406215647793,2.302267362856872,lr_series
46,0.5264384766932628,0.023346588231243613,0.9997258628743422,1.0,0.7830010658141092,0.4289251466766583,2.301505099652035,lr_series
47,0.5263719454238411,0.002279750610735256,0.9997078367117502,1.0,0.7830440119912835,0.42713674079968306,2.3019782846792753,lr_series
48,0.5257618977826184,0.0657281277435615,0.9997108140218248,1.0,0.7834377663903676,0.42866697369484763,2.3014170782567938,lr_series
49,0.5261225341824315,0.023810254121405732,0.9996935998270131,1.0,0.7832050014631303,0.430588701801326,2.302265824099248,lr_series
50,0.5262656952060043,0.00559600838564139,0.9997272319582535,1.0,0.7831125954063446,0.4292346285043262,2.3018990016095175,lr_series
51,0.5263668849018696,0.11882481657595764,0.9997148610643728,1.0,0.783047278547332,0.43183030794587135,2.3021425160973976,lr_series
52,0.5258702563876909,0.04184426282686113,0.9997052220842141,1.0,0.7833678309202601,0.42876145406620836,2.3017397433830933,lr_series
53,0.5263477769473617,0.05936062726750555,0.9997154287820202,1.0,0.7830596126534349,0.4290624735042017,2.3022258214321543,lr_series
54,0.5259660697616282,0.04671588044940991,0.9997213188801131,1.0,0.7833059906355705,0.4306856075303433,2.3023850476329555,lr_series
55,0.5260150747308845,0.1457454133408871,0.999738954507815,1.0,0.7832743610547943,0.4285246647676955,2.3023050422987685,lr_series
56,0.5263137606268274,0.060143362407594,0.9997257774906297,1.0,0.78308156990199,0.4301969206406758,2.302227360189779,lr_series
57,0.5250665743684646,0.10007991344353674,0.9997105383081832,1.0,0.7838864873614612,0.43078971454878245,2.302146538362396,lr_series
58,0.5258379295168951,0.08111175077073728,0.9997077588958801,1.0,0.7833886951307258,0.42637754737027944,2.3015175618489048,lr_series
59,0.5260095290947339,0.1060649752840679,0.9996892467762336,1.0,0.7832779404287652,0.42908579211270953,2.3014176055931532,lr_series
60,0.5262447752681099,0.15382517654678798,0.9996958189735248,1.0,0.7831260987935978,0.42781270667140836,2.3019864956683995,lr_series
61,0.5258490991405044,0.128486604858787,0.9997387859000294,1.0,0.7833814861201995,0.4293263710359765,2.302024831321314,lr_series
62,0.5260271433480813,0.0063691509134708515,0.99969045281355,1.0,0.7832665714722573,0.4287155725930465,2.302181734296918,lr_series
63,0.5266541153286725,0.049228978402961907,0.9997030492665567,1.0,0.782861865368948,0.42972185552522646,2.3024258667932447,lr_series
64,0.5265248670162309,0.033426981052463035,0.9997204571275445,1.0,0.7829452994763886,0.43016543944925967,2.301032300293039,lr_series
65,0.5263421745950346,0.048793347400456676,0.99972459727131,1.0,0.7830632289376127,0.42722865046659425,2.301984828654221,lr_series
66,0.5259084499283211,0.025500950658519272,0.9997276756619807,1.0,0.7833431800591705,0.43168162392706955,2.3021048686811243,lr_series
67,0.525622873295628,0.042373419059798446,0.9997107091944114,1.0,0.7835274910305638,0.43167390353880924,2.3021425160973976,lr_series
68,0.5262776034945508,0.011371115002630409,0.9996950876809589,1.0,0.7831049088206142,0.4287357919530352,2.3013093696584312,lr_series
69,0.5257361784199573,0.11975072950139887,0.9996922789308581,1.0,0.7834543655802509,0.4287581488801421,2.3023858641261516,lr_series
70,0.5256403206249873,0.0710825285413871,0.9997206496862101,1.0,0.7835162309199901,0.4308969116127899,2.301937465518986,lr_series
71,0.52523754570851,0.01576825802223485,0.9997243313872236,1.0,0.7837761599033642,0.43020257314476623,2.302265039631675,lr_series
72,0.5264189046575245,0.053097831118281855,0.9997257983141271,1.0,0.7830136997090212,0.43044730122187713,2.3021850022718655,lr_series
