ind,timestamp,point_value
0,2019-01-01 00:00:00.000000000,1.1125181964147708
1,2019-01-03 04:42:48.336673346,0.6535537161212415
2,2019-01-05 09:25:36.673346693,1.01321291131844
3,2019-01-07 14:08:25.010020040,0.8046521451539319
4,2019-01-09 18:51:13.346693386,1.0465568522423037
5,2019-01-11 23:34:01.683366733,1.695725353550967
6,2019-01-14 04:16:50.020040080,1.6580478507764895
7,2019-01-16 08:59:38.356713426,1.5468220002295032
8,2019-01-18 13:42:26.693386773,1.6361340547975347
9,2019-01-20 18:25:15.030060120,1.8069853363227342
10,2019-01-22 23:08:03.366733467,1.6107298267053078
11,2019-01-25 03:50:51.703406813,1.719809821881152
12,2019-01-27 08:33:40.040080160,1.6910329946157674
13,2019-01-29 13:16:28.376753507,1.9720728462405257
14,2019-01-31 17:59:16.713426853,1.372417866679083
15,2019-02-02 22:42:05.050100200,1.5908262117691476
16,2019-02-05 03:24:53.386773547,1.9870475768154656
17,2019-02-07 08:07:41.723446893,1.7064780263206152
18,2019-02-09 12:50:30.060120240,2.1790379574936853
19,2019-02-11 17:33:18.396793587,1.9204121028136327
20,2019-02-13 22:16:06.733466934,1.7944641025099635
21,2019-02-16 02:58:55.070140280,2.159378527099593
22,2019-02-18 07:41:43.406813627,2.1844418577224336
23,2019-02-20 12:24:31.743486974,2.281480771709453
24,2019-02-22 17:07:20.080160320,2.1699251319431223
25,2019-02-24 21:50:08.416833667,2.1634426431264155
26,2019-02-27 02:32:56.753507014,1.7955688464807447
27,2019-03-01 07:15:45.090180361,2.551426858259604
28,2019-03-03 11:58:33.426853707,2.0030300250224924
29,2019-03-05 16:41:21.763527054,2.460916351119725
30,2019-03-07 21:24:10.100200401,2.182035102020481
31,2019-03-10 02:06:58.436873747,2.5990558947733433
32,2019-03-12 06:49:46.773547094,2.151928153260099
33,2019-03-14 11:32:35.110220441,1.7862963700388317
34,2019-03-16 16:15:23.446893787,1.919198314040649
35,2019-03-18 20:58:11.783567134,2.5222409778017654
36,2019-03-21 01:41:00.120240481,2.615374951716326
37,2019-03-23 06:23:48.456913827,2.3550206393361477
38,2019-03-25 11:06:36.793587174,2.272202198166274
39,2019-03-27 15:49:25.130260521,2.2218789582980163
40,2019-03-29 20:32:13.466933868,2.858780836322121
41,2019-04-01 01:15:01.803607214,2.898981919061444
42,2019-04-03 05:57:50.140280561,2.49488599875427
43,2019-04-05 10:40:38.476953908,2.658351694839267
44,2019-04-07 15:23:26.813627254,2.074016592711569
45,2019-04-09 20:06:15.150300601,2.6719608480576795
46,2019-04-12 00:49:03.486973948,2.372665366837764
47,2019-04-14 05:31:51.823647294,2.9726202575822556
48,2019-04-16 10:14:40.160320640,2.801860860968373
49,2019-04-18 14:57:28.496993988,2.7538763639693147
50,2019-04-20 19:40:16.833667334,2.7698452950842887
51,2019-04-23 00:23:05.170340682,3.0758154358987015
52,2019-04-25 05:05:53.507014028,3.423046892221375
53,2019-04-27 09:48:41.843687374,2.900611732897677
54,2019-04-29 14:31:30.180360722,3.6619509687881857
55,2019-05-01 19:14:18.517034068,3.5117598756753665
56,2019-05-03 23:57:06.853707414,3.3635865574037314
57,2019-05-06 04:39:55.190380762,3.3798762912213687
58,2019-05-08 09:22:43.527054108,3.185306811116797
59,2019-05-10 14:05:31.863727454,3.162483625326907
60,2019-05-12 18:48:20.200400802,4.00683063167074
61,2019-05-14 23:31:08.537074148,3.066103607040674
62,2019-05-17 04:13:56.873747494,3.446586691262498
63,2019-05-19 08:56:45.210420842,3.4659051219018893
64,2019-05-21 13:39:33.547094188,3.4267476306965294
65,2019-05-23 18:22:21.883767534,3.801750407139966
66,2019-05-25 23:05:10.220440882,3.2405793661266475
67,2019-05-28 03:47:58.557114228,4.198775026554327
68,2019-05-30 08:30:46.893787574,3.8627083783597156
69,2019-06-01 13:13:35.230460922,3.9443979713043062
70,2019-06-03 17:56:23.567134268,3.988312217802481
71,2019-06-05 22:39:11.903807614,4.063445879253358
72,2019-06-08 03:22:00.240480962,3.9350964748992205
73,2019-06-10 08:04:48.577154308,4.512370407151178
74,2019-06-12 12:47:36.913827654,4.468411788482355
75,2019-06-14 17:30:25.250501002,4.043192081873432
76,2019-06-16 22:13:13.587174348,3.7948513947589295
77,2019-06-19 02:56:01.923847694,4.1415307234640295
78,2019-06-21 07:38:50.260521042,3.95964213664604
79,2019-06-23 12:21:38.597194388,4.1156777042397215
80,2019-06-25 17:04:26.933867736,4.452709919443442
81,2019-06-27 21:47:15.270541082,3.8358649444584216
82,2019-06-30 02:30:03.607214428,4.394486615284605
83,2019-07-02 07:12:51.943887776,4.583664342798295
84,2019-07-04 11:55:40.280561122,4.0966508026176065
85,2019-07-06 16:38:28.617234468,4.513021180292577
86,2019-07-08 21:21:16.953907816,4.447748666449115
87,2019-07-11 02:04:05.290581162,4.2890874150579394
88,2019-07-13 06:46:53.627254508,4.836236133354968
89,2019-07-15 11:29:41.963927856,4.416054745097679
90,2019-07-17 16:12:30.300601202,4.840542390359305
91,2019-07-19 20:55:18.637274548,4.574375025293878
92,2019-07-22 01:38:06.973947896,4.444612118353971
93,2019-07-24 06:20:55.310621242,4.5813815073681665
94,2019-07-26 11:03:43.647294588,4.490126631531086
