ind,timestamp,point_value
0,2019-01-01 00:00:00.000000000,-0.07114719475442288
1,2019-01-02 02:19:49.189189189,0.8114677593709415
2,2019-01-03 04:39:38.378378378,0.8615819825488287
3,2019-01-04 06:59:27.567567567,1.4109586768880198
4,2019-01-05 09:19:16.756756756,0.949583039310405
5,2019-01-06 11:39:05.945945945,1.448248381759445
6,2019-01-07 13:58:55.135135135,1.2120317201367174
7,2019-01-08 16:18:44.324324324,0.6736888820567568
8,2019-01-09 18:38:33.513513513,1.6904439136758458
9,2019-01-10 20:58:22.702702702,0.6955939633630606
10,2019-01-11 23:18:11.891891891,1.5872052921209792
11,2019-01-13 01:38:01.081081081,1.6221538923072916
12,2019-01-14 03:57:50.270270270,1.314954025331938
13,2019-01-15 06:17:39.459459459,1.1292974565996023
14,2019-01-16 08:37:28.648648648,0.7297144222840052
15,2019-01-17 10:57:17.837837837,0.7657108095284723
16,2019-01-18 13:17:07.027027027,1.6210581140946634
17,2019-01-19 15:36:56.216216216,1.5435600188989855
18,2019-01-20 17:56:45.405405405,1.3677657824353877
19,2019-01-21 20:16:34.594594594,1.7348416564997087
20,2019-01-22 22:36:23.783783783,1.162525720233445
21,2019-01-24 00:56:12.972972973,1.4443888035908978
22,2019-01-25 03:16:02.162162162,1.2689972879608482
23,2019-01-26 05:35:51.351351351,2.194599592140614
24,2019-01-27 07:55:40.540540540,1.716580625977165
25,2019-01-28 10:15:29.729729729,1.0855245433892269
26,2019-01-29 12:35:18.918918919,1.6775024947313397
27,2019-01-30 14:55:08.108108108,1.7151707085825056
28,2019-01-31 17:14:57.297297297,1.9641576376828693
29,2019-02-01 19:34:46.486486486,1.7230505979796742
30,2019-02-02 21:54:35.675675675,1.5360016155861296
31,2019-02-04 00:14:24.864864865,2.0207438266717923
32,2019-02-05 02:34:14.054054054,1.816610914331682
33,2019-02-06 04:54:03.243243243,1.3187749216071616
34,2019-02-07 07:13:52.432432432,2.1787473220383027
35,2019-02-08 09:33:41.621621621,1.949905279490973
36,2019-02-09 11:53:30.810810811,2.766935629792905
37,2019-02-10 14:13:20.000000000,1.7308795702502007
38,2019-02-11 16:33:09.189189189,1.7448430829890467
39,2019-02-12 18:52:58.378378378,2.1468955776090533
40,2019-02-13 21:12:47.567567567,2.031920334533451
41,2019-02-14 23:32:36.756756756,2.3383369102525853
42,2019-02-16 01:52:25.945945946,2.5076974734057025
43,2019-02-17 04:12:15.135135135,1.9936761747014797
44,2019-02-18 06:32:04.324324324,2.2986371424577703
45,2019-02-19 08:51:53.513513513,2.511032262324118
46,2019-02-20 11:11:42.702702702,2.5925356786442944
47,2019-02-21 13:31:31.891891892,2.664089968530116
48,2019-02-22 15:51:21.081081081,2.373620135002349
49,2019-02-23 18:11:10.270270270,2.717080289826582
50,2019-02-24 20:30:59.459459459,2.498056014907327
51,2019-02-25 22:50:48.648648649,2.6699646055951343
52,2019-02-27 01:10:37.837837838,2.8691552376809364
53,2019-02-28 03:30:27.027027027,3.164718665860095
54,2019-03-01 05:50:16.216216216,3.1400294705767795
55,2019-03-02 08:10:05.405405405,2.524493528592511
56,2019-03-03 10:29:54.594594594,3.583849373173127
57,2019-03-04 12:49:43.783783784,3.0063405289928875
58,2019-03-05 15:09:32.972972973,2.1495419978910606
59,2019-03-06 17:29:22.162162162,2.464388175220824
60,2019-03-07 19:49:11.351351351,3.331005121962962
61,2019-03-08 22:09:00.540540540,2.913184723691399
62,2019-03-10 00:28:49.729729730,4.177125507070613
63,2019-03-11 02:48:38.918918919,3.6559394856790677
64,2019-03-12 05:08:28.108108108,4.027902356198644
65,2019-03-13 07:28:17.297297297,3.788222748645083
66,2019-03-14 09:48:06.486486486,4.35291390203612
67,2019-03-15 12:07:55.675675676,3.2315427667259873
68,2019-03-16 14:27:44.864864865,3.8814049161309314
69,2019-03-17 16:47:34.054054054,4.0686328785736485
70,2019-03-18 19:07:23.243243243,4.140291053985114
71,2019-03-19 21:27:12.432432432,4.327391678826588
72,2019-03-20 23:47:01.621621622,4.253416536921568
73,2019-03-22 02:06:50.810810811,3.882559528345128
74,2019-03-23 04:26:40.000000000,4.125564249861964
75,2019-03-24 06:46:29.189189189,4.965194536801491
76,2019-03-25 09:06:18.378378378,4.507542282985075
77,2019-03-26 11:26:07.567567567,5.197462105777605
78,2019-03-27 13:45:56.756756757,4.714466876824677
79,2019-03-28 16:05:45.945945946,4.8080147959648505
