ind,timestamp,point_value
0,2019-01-01 00:00:00.000000000,0.08345562709304874
1,2019-01-03 17:55:29.323308270,26.989696192313144
2,2019-01-06 11:50:58.646616541,50.046272964612974
3,2019-01-09 05:46:27.969924812,72.87446016162677
4,2019-01-11 23:41:57.293233082,101.64034000219235
5,2019-01-14 17:37:26.616541353,126.24488830819782
6,2019-01-17 11:32:55.939849624,150.33288436222819
7,2019-01-20 05:28:25.263157894,172.93686217165552
8,2019-01-22 23:23:54.586466165,203.04917952554814
9,2019-01-25 17:19:23.909774436,225.35237765863786
10,2019-01-28 11:14:53.233082707,250.65149772552886
11,2019-01-31 05:10:22.556390977,273.23066817019856
12,2019-02-02 23:05:51.879699248,304.52884049628153
13,2019-02-05 17:01:21.203007519,324.5256877064497
14,2019-02-08 10:56:50.526315789,351.02591571155625
15,2019-02-11 04:52:19.849624060,373.46373362442694
16,2019-02-13 22:47:49.172932331,405.30960540305506
17,2019-02-16 16:43:18.496240601,423.3294013224171
18,2019-02-19 10:38:47.819548872,451.7962385610997
19,2019-02-22 04:34:17.142857143,474.08193297073046
20,2019-02-24 22:29:46.466165414,506.0269887379558
21,2019-02-27 16:25:15.789473684,522.5907769807098
22,2019-03-02 10:20:45.112781955,552.8166313411043
23,2019-03-05 04:16:14.436090226,574.8297755891417
24,2019-03-07 22:11:43.759398496,606.3001814381463
25,2019-03-10 16:07:13.082706767,621.7692888097271
26,2019-03-13 10:02:42.406015038,653.8968922529616
27,2019-03-16 03:58:11.729323309,675.0171619087934
28,2019-03-18 21:53:41.052631579,705.9580411468376
29,2019-03-21 15:49:10.375939850,721.2044026370847
30,2019-03-24 09:44:39.699248121,755.112498519549
31,2019-03-27 03:40:09.022556391,775.1697777515201
32,2019-03-29 21:35:38.345864662,805.8812366854654
33,2019-04-01 15:31:07.669172933,821.2554195960621
34,2019-04-04 09:26:36.992481203,856.4219604936627
35,2019-04-07 03:22:06.315789474,875.3592711059653
36,2019-04-09 21:17:35.639097745,905.3510931719649
37,2019-04-12 15:13:04.962406015,921.6421690431432
38,2019-04-15 09:08:34.285714286,957.2738714399945
39,2019-04-18 03:04:03.609022556,974.8806169366588
40,2019-04-20 20:59:32.932330828,1004.9182353456154
41,2019-04-23 14:55:02.255639098,1022.4385882973108
42,2019-04-26 08:50:31.578947368,1058.0725852390513
43,2019-04-29 02:46:00.902255640,1074.6693696778766
44,2019-05-01 20:41:30.225563910,1104.7843273833887
45,2019-05-04 14:36:59.548872180,1123.3354564354413
46,2019-05-07 08:32:28.872180452,1158.7196066975341
47,2019-05-10 02:27:58.195488722,1174.3751519850905
48,2019-05-12 20:23:27.518796992,1204.6662794462777
49,2019-05-15 14:18:56.842105264,1224.6065691542892
50,2019-05-18 08:14:26.165413534,1258.7004048855802
51,2019-05-21 02:09:55.488721806,1274.0796731122025
52,2019-05-23 20:05:24.812030076,1305.1963123422238
53,2019-05-26 14:00:54.135338346,1325.5778017015464
54,2019-05-29 07:56:23.458646618,1358.45453274753
55,2019-06-01 01:51:52.781954888,1373.8164092277866
56,2019-06-03 19:47:22.105263158,1405.31759724884
57,2019-06-06 13:42:51.428571430,1426.8025304516846
58,2019-06-09 07:38:20.751879700,1457.7264721179627
59,2019-06-12 01:33:50.075187970,1473.970440511258
60,2019-06-14 19:29:19.398496242,1505.8633981545197
